"person_id","full_name"
1098,"Jacob Gerhard Diriks"
1099,"Joseph Baldesqui"
1100,"Baron de Miklaszewicz"
1101,"the Comte de Vergennes"
1102,"Jean de Neufville Son"
1103,"William Hunt"
1104,"Pierre Van Cortlandt"
1105,"Philip Turner"
1106,"David Oliphant"
1107,"John Benezet"
1108,"Jacob Cuyler"
1109,"John Kettell"
1110,"Schweighauser Dobree"
1111,"James Madison Sr"
1112,"George Wattson"
1113,"Azor Orne"
1114,"Aaron Wood"
1115,"Jabez Fisher"
1116,"Josiah Batchelder"
1117,"Daniel Brodhead"
1118,"Israel Hutchinson"
1119,"Thomas Carnes"
1120,"Richard Derby"
1121,"Charles P e t t i t"
1122,"Milner Haynes Duplicate Commercial Committee of Congress"
1123,"Abraham Brasher"
1124,"John Lansing Jr"
1125,"the Marquis de Bouille"
1126,"James Hunter"
1127,"Adam Brisbane"
1128,"Jonathan Trumbull Sri"
1129,"Jeremiah Sheldon"
1130,"Whom it May Concern"
1131,"Philip Thomas"
1132,"Moore Furman"
1133,"William Story"
1134,"Thomas Ward"
1135,"Isaac Foster"
1136,"Benjamin Wadsworth"
1137,"Isaac Smith"
1138,"Sarah Furman"
1139,"Azariah Dunham"
1140,"Mary Holten"
1141,"William Drayton"
1142,"the States Circular In Committee of Congress"
1143,"the Medical Committee"
1144,"George Howell"
1145,"Nathanel Greene"
1146,"the Virginia Auditors"
1147,"Mr McCarrick"
1148,"Lewis Pintard"
1149,"John H Stone"
1150,"Jeduthan Baldwin"
1151,"William Lee Davidson"
1152,"Alexander Scammell"
1153,"the Marquis de Barbe Marbois"
1154,"Job Sumner"
1155,"Matthew Maus"
1156,"Etienne d Audibert Caille"
1157,"the Sultan of Morocco"
1158,"Samuel Nightingale Jr"
1159,"William V"
1160,"James Reed"
1161,"the Chevalier de La Luzerne"
1162,"Hezekiah Wyllys"
1163,"Tapping Reeve"
1164,"John Cochran"
1165,"Hugh Shiell"
1166,"Abraham DeHuff"
1167,"Frederick Paschke"
1168,"Thomas Collins"
1169,"John Innes Clark"
1170,"William Jackson"
1171,"Virginia House of Delegates"
1172,"Nathaniel Barber"
1173,"Virginia Auditors"
1174,"Frances Tucker"
1175,"Alexander Broughton"
1176,"John Sanford Dart"
1177,"Virginia Merchants"
1178,"John Beckley"
1179,"The States"
1180,"Bernardo de Galvez"
1181,"William Killen"
1182,"Thomas Barclay"
1183,"John and Nicholas Brown"
1184,"Henry Gardner"
1185,"Christian Febiger"
1186,"George Webb"
1187,"John Taliaferro"
1188,"Samuel Hughes"
1189,"Peter Wilson"
1190,"Tenax"
1191,"John Tayler"
1192,"Elisha Boudinot"
1193,"Daniel Manton"
1194,"Elizabeth Dana"
1195,"Robert Donald"
1196,"Mrs Laurence"
1197,"the Comte de Rochambeau"
1198,"Abgail Adams"
1199,"Catherine Greene"
1200,"the Comte de Grasse"
1201,"James Milligan"
1202,"John Jones"
1203,"John Mehelm"
1204,"Jane Hanson"
1205,"Louis Le Begue Duportail"
1206,"Aedanus Burke"
1207,"Mordecai Sheftall"
1208,"Welcome Arnold"
1209,"Benjamin Winans"
1210,"Phoebe St Clair"
1211,"Elizabeth Ferguson"
1212,"Joseph Clarke"
1213,"Nathan Brownson"
1214,"William Moore"
1215,"James Jackson"
1216,"Joseph Willard"
1217,"Daniel Clark"
1218,"St. George Tucker"
1219,"Rebecca Lowell"
1220,"Simon Kollock"
1221,"Andrew Huntington"
1222,"Moses Brown"
1223,"Oliver Wendell"
1224,"John Martin"
1225,"John Eliot"
1226,"Thomas Shaw"
1227,"the Pennsylvania Agents"
1228,"Nicholas Brown"
1229,"Alexander Martin"
1230,"Anne Huntington"
1231,"Samuel Stiles"
1232,"Caleb Davis and John Wendell"
1233,"Henry Glen"
1234,"Joseph Cooper"
1235,"Richard Howell"
1236,"the State of Rhode Island"
1237,"Alice Izard"
1238,"Theodore Foster"
1239,"Solomon Drowne"
1240,"the Delaware Council"
1241,"John Covenhoven"
1242,"Battaile Muse"
1243,"Susan Boudinot"
1244,"Estevan Miro"
1245,"the Delaware Assembly"
1246,"Daniel Cahoon"
1247,"John Laurence"
1248,"William Trent"
1249,"John Cook"
1250,"Thomas Dering"
1251,"Oliver Wolcott Jr"
1252,"Robert Magaw"
1253,"John Gray Blount"
1254,"Elizabeth Hamilton"
1255,"Benjamin Chase"
1256,"Frederick Wolcott"
1257,"Turnbull Marmie Co"
1258,"Margaret Caldwell"
1259,"Henry Tazewell"
1260,"James Robertson"
1261,"James Maury"
1262,"Heman Swift"
1263,"Sir Guy Carleton"
1264,"Theophilus Parsons"
1265,"Joseph Perry"
1266,"Joseph Read"
1267,"Daniel Morgan"
1268,"Bernardo de Gálvez"
1269,"John Searle"
1270,"Timothy Dwight"
1271,"the Massachusetts Senate"
1272,"John Fitzgerald"
1273,"Thomas Ruston"
1274,"Hannah Thomson"
1275,"John Cox"
1276,"Samuel Stanhope Smith"
1277,"William White"
1278,"Ministers Plenipotentiary"
1279,"John Swanwick"
1280,"Winslow Warren"
1281,"John Caldwell"
1282,"the Earl of Shelburne"
1283,"Samuel Dexter"
1284,"Walter Stone"
1285,"Joseph Phillips"
1286,"Guy Carleton"
1287,"James Read"
1288,"John Pierce"
1289,"Walter Dulany"
1290,"John Mease"
1291,"John Potts Jr"
1292,"Thomas G Hazard"
1293,"Peter Curtenius"
1294,"Benjamin Stelle"
1295,"Abraham Fuller"
1296,"Jedediah Prebble"
1297,"Paul Allen"
1298,"the Court of Appeals"
1299,"Luke Webster"
1300,"Ebenezer Huntington"
1301,"the Connecticut Assembly"
1302,"Nathan Goodale"
1303,"Pieter Johan van Berckel"
1304,"Andrew Elliot"
1305,"the Ministers Plenipotentiary"
1306,"Thomas Wren"
1307,"George Bond"
1308,"Charles Simms"
1309,"George Rogers Clark"
1310,"Gunning Bedford, Jr."
1311,"Wilson Cary Nicholas"
1312,"Reuben Haines"
1313,"David Claypoole"
1314,"George Gray"
1315,"Josiah Harmar"
1316,"Blair McClenachan"
1317,"Catharine Hand"
1318,"Daniel Jones"
1319,"Thomas Hutchins"
1320,"Benjamin Guerard"
1321,"Annis Stockton"
1322,"John Story"
1323,"Jabez Bowen"
1324,"John Franklin"
1325,"Ashbel Green"
1326,"Charles Chauncey"
1327,"William Short"
1328,"Reading Beatty"
1329,"the Indian Commissioners"
1330,"Isaac Zane"
1331,"Thomas Sinnickson"
1332,"Pieter Johan Van Berckel"
1333,"Margaret McHenry"
1334,"Israel Shreve"
1335,"Henry Gibbs"
1336,"the Virginia Council"
1337,"Gerret DeWitt"
1338,"John Bruyn"
1339,"Henry Gassaway"
1340,"the Chevalier de Ternant"
1341,"Mr Clayton"
1342,"Count van Hogendorp"
1343,"John Tyler"
1344,"David Humphreys"
1345,"Robert R Livingston My"
1346,"Robert Patterson"
1347,"George Shafner"
1348,"Elbridge Gerry My dear"
1349,"William Denning"
1350,"Benjamin Bankson"
1351,"Sarah Dick"
1352,"Henry Remsen"
1353,"William C Houston"
1354,"Monsieur Aycard"
1355,"Richard Phillips"
1356,"Thomas Lee Shippen"
1357,"Joseph Carleton"
1358,"Sundry Printers"
1359,"Mascoll Williams"
1360,"Daniel Kilham"
1361,"Daniel Van Voorhis"
1362,"George Mitchell"
1363,"Joseph Howell Jr"
1364,"George Minot"
1365,"Jethro Putnam"
1366,"Mordecai Hale"
1367,"Jonathan Sturges"
1368,"Benjamin Gale"
1369,"Joseph Brant"
1370,"Samuel Hodgdon"
1371,"Joseph Howell"
1372,"the New York Delegates"
1373,"Daniel of St. Thomas Jenifer"
1374,"Ann Johnson"
1375,"John Folkersamb"
1376,"Samuel Elbert"
1377,"Joseph Wright"
1378,"Jonathan Eddy"
1379,"Job Whipple"
1380,"Captain Moore"
1381,"Tench Francis"
1382,"Peter Miller"
1383,"David Putnam"
1384,"William Hall"
1385,"the Continental Surveyors"
1386,"Richard Jackson"
1387,"Pierre Landais"
1388,"Agnes Harwood"
1389,"the Marquis de Barbé Marbois"
1390,"Amos Cooke"
1391,"Timothy Bradley"
1392,"William Hoskins"
1393,"William Barber"
1394,"Nathan Holt"
1395,"John Hartwell"
1396,"Joseph Harper"
1397,"William Stephens Smith"
1398,"John Rodgers"
1399,"George Wiatt"
1400,"Thomas Ivers"
1401,"George Williams"
1402,"Christopher Richmond"
1403,"Stephen Choate"
1404,"Enoch Putnam"
1405,"William Gibbons"
1406,"Richard Butler"
1407,"Benjamin Stiles"
1408,"James Ewing"
1409,"Diego de Gardoqui"
1410,"James Hutchinson"
1411,"Mathew Carey"
1412,"Samuel Bayard"
1413,"Edward Pulling"
1414,"Samuel Phillips"
1415,"Winthrop Sargent"
1416,"William Prescott"
1417,"Joseph Brown"
1418,"George Mathews"
1419,"John Choate"
1420,"Jacob Wales"
1421,"Samuel Bryan"
1422,"James Mott"
1423,"Thomas Dwight"
1424,"Justin Ely"
1425,"Caleb Harris"
1426,"New Hampshire"
1427,"Connecticut"
1428,"Elizabeth Lawrence"
1429,"Matthew McConnell"
1430,"James McDowell"
1431,"Rachel Wilson"
1432,"Samuel William Johnson"
1433,"Richard Bland Lee"
1434,"Robert Southgate"
1435,"William Bayard"
1436,"Benjamin Lincoln Jr"
1437,"Henry Lee Sr"
1438,"Jonathan Burrall"
1439,"Richard Claiborne"
1440,"Azariah Horton"
1441,"Hezekiah Smith"
1442,"Nathan Miller"
1443,"Ebenezer Sproat"
1444,"John Fitch"
1445,"Henry Van Schaack"
1446,"Pamela Sedgwick"
1447,"the Court of Appeals Judges"
1448,"the Indian Affairs Commissioners"
1449,"Otho Holland Williams"
1450,"Gerardus Clarkson"
1451,"John Sparhawk"
1452,"Richard Butler and Samuel Holden Parsons"
1453,"John Lowell, Theophilus Parsons, and James Sullivan"
1454,"Levi Wheaton"
1455,"the Chevalier de Mauduit Du"
1456,"Charles Biddle"
1457,"Samuel Jones"
1458,"Caleb Strong"
1459,"the People of Kaskaskia"
1460,"Thomas Lawrence"
1461,"Daniel St Clair"
1462,"Edward Fox"
1463,"the New York Agents"
1464,"Charles Ridgely"
1465,"Richard Price"
1466,"Henry Hill"
1467,"Robert Charles Johnson"
1468,"Nathaniel Lawrence"
1469,"John G Blount"
1470,"Thomas Washington"
1471,"the Massachusetts Agents"
1472,"Eliza Trist"
1473,"Gunning Bedford Sr"
1474,"the Connecticut Committee of the Pay Table"
1475,"Benjamin Bourne"
1476,"George Cabot"
1477,"Thomas Blount"
1478,"George Turner"
1479,"Alexander Contee Hanson"
1480,"Benjamin Walker"
1481,"Beverley Randolph"
1482,"Robert Yates"
1483,"Ambrose Madison"
1484,"James Boyd"
1485,"Alexander Hodgdon"
1486,"Gilbert Blane"
1487,"Joseph Gilman"
1488,"Weeden Butler"
1489,"Henry Oothoudt and Jeremiah Van Rensselaer"
1490,"Gustavus de Rosenthal"
1491,"George Mason"
1492,"Andrew Craigie"
1493,"Thomas Pinckney"
1494,"Richard Caswell and George Mathews"
1495,"Archibald Stuart"
1496,"Alexander Donald"
1497,"James Breckinridge"
1498,"Eliza House Trist"
1499,"Noble Wimberley Jones"
1500,"Mehitable Wadsworth"
1501,"Jonathan Forman"
1502,"Mary Wingate Wiggin"
1503,"Moses Hayes"
1504,"Sarah Wingate"
1505,"Samuel Provost and John Rodgers"
1506,"Richard Winn"
1507,"Sarah Thatcher"
1508,"Harriet Wadsworth"
1509,"Manasseh Cutler"
1510,"Stephen Van Rensselaer"
1511,"Samuel Lane"
1512,"William Heth"
1513,"Seaborn Jones"
1514,"Thomas Fitzsimmons"
1515,"Thoams FitzSimons"
1516,"Peter Muhlenburg"
1517,"Stephen Arnold"
1518,"Abraham G Lansing"
1519,"Matthew Walton"
1520,"Asa Spalding"
1521,"Hannah Wingate"
1522,"George Handley"
1523,"John Steele"
1524,"Joseph Martin"
1525,"Samuel McDowell"
1526,"John Smith"
1527,"Levi Hollingsworth"
1528,"Alida Livingston"
1529,"Jeremiah Olney"
1530,"Samuel Broome"
1531,"Margaret Meredith"
1532,"Josiah Collins"
1533,"Catherine Wadsworth"
1534,"George Champlin"
1535,"Nathaniel Chipman"
1536,"John Curwen"
1537,"the Queries of the Comte de Moustier"
1538,"George Turberville"
1539,"Thomas Matthews"
1540,"John E Howard"
