"ID","Year","Title"
"dg00490",1776,"William Whipple to Joshua Brackett"
"dg00491",1776,"William Whipple to John Langdon"
"dg00492",1776,"John Adams to Abigail Adams"
"dg00493",1776,"John Adams to Patrick Henry"
"dg00494",1776,"Josiah Bartlett to Mary Bartlett"
"dg00495",1776,"Josiah Bartlett to John Langdon"
"dg00496",1776,"to William Bingham"
"dg00497",1776,"to William Bingham"
"dg00498",1776,"to Richard Harrison and Adrien Le Maitre"
"dg00499",1776,"Adrien Le Maitre and Richard Harrison"
"dg004100",1776,"Secret Committee to Richard Harrison"
"dg004101",1776,"John Hancock to George Washington"
"dg004102",1776,"Massachusetts Council"
"dg004103",1776,"Willing, Morris & Co. to William Bingham"
"dg004104",1776,"John Adams to Hugh Hughes"
"dg004105",1776,"John Adams to Richard Lee"
"dg004106",1776,"John Hancock to Certain Colonies"
"dg004107",1776,"John Hancock to the Pennsylvania Assembly"
"dg004108",1776,"Joseph Hewes to Samuel Johnston"
"dg004109",1776,"Robert R. Livingston to John Jay"
"dg004110",1776,"to Meshech Weare"
"dg004111",1776,"Oliver Wolcott to Roger Newberry"
"dg004112",1776,"John Hancock to George Washington"
"dg004113",1776,"Robert Morris to Silas Deane"
"dg004114",1776,"Caesar Rodney to Thomas Rodney"
"dg004115",1776,"William Whipple to John Langdon"
"dg004116",1776,"Samuel Adams to James Warren"
"dg004117",1776,"Josiah Bartlett to Nathaniel Folsom"
"dg004118",1776,"Elbridge Gerry to James Warren"
"dg004119",1776,"John Hancock to Thomas Cushing"
"dg004120",1776,"Robert Morris to Silas Deane"
"dg004121",1776,"John Hancock to the Colonies"
"dg004122",1776,"John Hancock to George Washington"
"dg004123",1776,"Proceedings in Congress"
"dg004124",1776,"a Speech in Congress"
"dg004125",1776,"John Dickinson to Thomas Willing"
"dg004126",1776,"Elbridge Gerry to Samuel R. Gerry"
"dg004127",1776,"Elbridge Gerry to Joseph Trumbull"
"dg004128",1776,"New York Convention"
"dg004129",1776,"and Samuel Patrick"
"dg004130",1776,"Rhode Island Delegates to Nicholas Cooke"
"dg004131",1776,"Edward Rutledge to John Jay"
"dg004132",1776,"John Adams to Samuel Cooper"
"dg004133",1776,"John Adams to William Cushing"
"dg004134",1776,"John Adams to James Warren"
"dg004135",1776,"Samuel Adams to Horatio Gates"
"dg004136",1776,"Josiah Bartlett to John Langdon"
"dg004137",1776,"John Hancock to George Washington"
"dg004138",1776,"Marine Committee to Lambert Wickes"
"dg004139",1776,"William Whipple to John Langdon"
"dg004140",1776,"Elbridge Gerry to James Warren"
"dg004141",1776,"Elbridge Gerry to John Wendell"
"dg004142",1776,"John Hancock to Certain Colonies"
"dg004143",1776,"John Hancock to the New York Convention"
"dg004144",1776,"John Hancock to George Washington"
"dg004145",1776,"Francis Lewis to Nathaniel Shaw, Jr."
"dg004146",1776,"the Maryland Council of Safety"
"dg004147",1776,"New Hampshire Delegates to Meshech Weare"
"dg004148",1776,"Oliver Wolcott to Laura Wolcott"
"dg004149",1776,"John Adams to Oakes Angier"
"dg004150",1776,"John Adams to John Lowell"
"dg004151",1776,"John Adams to David Sewall"
"dg004152",1776,"Plan of Confederation"
"dg004153",1776,"John Hancock to Thomas Cushing"
"dg004154",1776,"Samuel Chase to Horatio Gates"
"dg004155",1776,"Cumberland County Committee"
"dg004156",1776,"John Hancock to Ebenezer Hancock"
"dg004157",1776,"John Hancock to Thomas McKean"
"dg004158",1776,"and James Craig"
"dg004159",1776,"John Hancock to the Pennsylvania Assembly"
"dg004160",1776,"John Hancock to Charles Preston"
"dg004161",1776,"Richard Henry Lee to George Washington"
"dg004162",1776,"Secret Committee Minutes of Procedings"
"dg004163",1776,"Pennsylvania Committee of Safety"
"dg004164",1776,"John Adams to Samuel Chase"
"dg004165",1776,"Josiah Bartlett to Meshech Weare"
"dg004166",1776,"John Hancock to Certain Colonies"
"dg004167",1776,"John Hancock to Esek Hopkins"
"dg004168",1776,"John Hancock to the Massachusetts Assembly"
"dg004169",1776,"John Hancock to William Palfrey"
"dg004170",1776,"the Pennsylvania Committee of Safety"
"dg004171",1776,"John Hancock to Richard Peters"
"dg004172",1776,"and Abraham Whipple"
"dg004173",1776,"John Hancock to George Washington"
"dg004174",1776,"William Whipple to John Langdon"
"dg004175",1776,"John Adams to Peter Boylston Adams"
"dg004176",1776,"Elbridge Gerry to James Warren"
"dg004177",1776,"Robert R. Livingston to John R. Livingston"
"dg004178",1776,"the Maryland Council of Safety"
"dg004179",1776,"Jonathan Dickinson Sergeant to John Adams"
"dg004180",1776,"Oliver Wolcott to Laura Wolcott"
"dg004181",1776,"John Adams to Abigail Adams"
"dg004182",1776,"John Adams to James Warren"
"dg004183",1776,"John Hancock to Thomas Cushing"
"dg004184",1776,"John Hancock to Daniel Roberdeau"
"dg004185",1776,"Draft Articles of Confederation"
"dg004186",1776,"Draft Articles of Confederation"
"dg004187",1776,"Josiah Bartlett to John Langdon"
"dg004188",1776,"John Hancock to Philip Schuyler"
"dg004189",1776,"John Hancock to George Washington"
"dg004190",1776,"New York Provincial Congress"
"dg004191",1776,"George Walton to Lachlan McIntosh"
"dg004192",1776,"William Whipple to Joshua Brackett"
"dg004193",1776,"William Whipple to John Langdon"
"dg004194",1776,"John Adams to Horatio Gates"
"dg004195",1776,"Elbridge Gerry to Elisha Porter"
"dg004196",1776,"Elbridge Gerry to Joseph Trumbull"
"dg004197",1776,"John Hancock to Certain Colonies"
"dg004198",1776,"John Hancock to John Haslet"
"dg004199",1776,"Pennsylvania Council of Safety"
"dg004200",1776,"John Hancock to George Washington"
"dg004201",1776,"Elbridge Gerry to Joseph Trumbull"
"dg004202",1776,"John Hancock to Jonathan Trumbull, Sr."
"dg004203",1776,"John Hancock to George Washington"
"dg004204",1776,"John Hancock to John Witherspoon"
"dg004205",1776,"Secret Committee Minutes of Proceedings"
"dg004206",1776,"James Wilson's Conduct in Congress"
"dg004207",1776,"John Hancock to William Palfrey"
"dg004208",1776,"Robert Morris' Memorandum"
"dg004209",1776,"Robert Treat Paine to Henry Knox"
"dg004210",1776,"John Adams to Zabdiel Adams"
"dg004211",1776,"Board of War to George Washington"
"dg004212",1776,"Benjamin Franklin to George Washington"
"dg004213",1776,"Elbridge Gerry to John Wendell"
"dg004214",1776,"John Hancock to Certain Colonies"
"dg004215",1776,"John Hancock to the New York Convention"
"dg004216",1776,"John Hancock to George Washington"
"dg004217",1776,"Thomas Jefferson to Benjamin Franklin"
"dg004218",1776,"Rhode Island Delegates to Nicholas Cooke"
"dg004219",1776,"John Adams to Nathanael Greene"
"dg004220",1776,"John Adams to Benjamin Kent"
"dg004221",1776,"John Adams to Samuel H. Parsons"
"dg004222",1776,"John Hancock to James Athearn"
"dg004223",1776,"William Whipple to John Langdon"
"dg004224",1776,"John Adams to William Gordon"
"dg004225",1776,"John Adams to John Sullivan"
"dg004226",1776,"John Adams to Cotton Tufts"
"dg004227",1776,"John Adams to John Winthrop"
"dg004228",1776,"William Whipple to Joshua Brackett"
"dg004229",1776,"James Wilson to William Thompson"
"dg004230",1776,"John Adams to Samuel Chase"
"dg004231",1776,"John Adams to Richard Devens"
"dg004232",1776,"John Adams to William Tudor"
"dg004233",1776,"Josiah Bartlett to Mary Bartlett"
"dg004234",1776,"New Jersey Provincial Convention"
"dg004235",1776,"John Hancock to Jonathan Trumbull, Sr."
"dg004236",1776,"William Whipple to John Langdon"
"dg004237",1776,"George Clinton to John McKeeson"
"dg004238",1776,"Elbridge Gerry to Horatio Gates"
"dg004239",1776,"Elbridge Gerry to Joseph Trumbull"
"dg004240",1776,"Elbridge Gerry to James Warren"
"dg004241",1776,"John Hancock to Certain Colonies"
"dg004242",1776,"John Hancock to Certain Colonies"
"dg004243",1776,"John Hancock to Jonathan Trumbull, Sr."
"dg004244",1775,"John Hancock to George Washington"
"dg004245",1776,"Joseph Hewes to Samuel Purviance, Jr."
"dg004246",1776,"Maryland Delegates to Matthew Tilghman"
"dg004247",1776,"Oliver Wolcott to Laura Wolcott"
"dg004248",1776,"John Adams to Abigail Adams"
"dg004249",1776,"George Clinton to John McKesson"
"dg004250",1776,"Benjamin Franklin to Benjamin Rush"
"dg004251",1776,"John Hancock to the New York Convention"
"dg004252",1776,"John Hancock to George Washington"
"dg004253",1776,"New Hampshire Delegates to Meshech Weare"
"dg004254",1776,"Secret Committee to Thomas Mumford"
"dg004255",1776,"the New York Provincial Congress"
"dg004256",1776,"Secret Committee Minutes of Proceedings"
"dg004257",1776,"the Pennsylvania Committee of Safety"
"dg004258",1776,"Joseph Hewes to James Iredell"
"dg004259",1776,"John Penn to Samuel Johnston"
"dg004260",1776,"John Penn to Unknown"
"dg004261",1776,"John Hancock to the Maryland Convention"
"dg004262",1776,"John Hancock to George Washington"
"dg004263",1776,"Francis Lewis to Nathaniel Shaw, Jr."
"dg004264",1776,"Edward Rutledge to John Jay"
"dg004265",1776,"John Adams to Cotton Tufts"
"dg004266",1776,"of the Virginia Convention"
"dg004267",1776,"Francis Lightfoot Lee to Richard Henry Lee"
"dg004268",1776,"Samuel Adams to Perez Morton"
"dg004269",1776,"Thomas Jefferson's Proposed Resolution"
"dg004270",1776,"John Adams to Archibald Bulloch"
"dg004271",1776,"John Adams to Samuel Chase"
"dg004272",1776,"Josiah Bartlett to Nathaniel Folsom"
"dg004273",1776,"Josiah Bartlett to John Langdon"
"dg004274",1776,"John Dickinson's Notes for a Speech in Congress"
"dg004275",1776,"Colonies in their Limits."
"dg004276",1776,"Arguments Concerning Independence"
"dg004277",1776,"John Hancock to George Washington"
"dg004278",1776,"of Proceedings in Congress"
"dg004279",1776,"Thomas Jefferson to William Fleming"
"dg004280",1776,"Edward Rutledge to John Morgan"
"dg004281",1776,"Oliver Wolcott to Matthew Griswold"
"dg004282",1776,"John Adams to Samuel Cooper"
"dg004283",1776,"Josiah Bartlett to Mary Bartlett"
"dg004284",1776,"Elbridge Gerry to James Warren"
"dg004285",1776,"Joseph Hewes to Samuel Purviance, Jr."
"dg004286",1776,"Marine Committee to John Barry"
"dg004287",1776,"the New York Provincial Congress"
"dg004288",1776,"New York Provincial Congress"
"dg004289",1776,"John Adams to Abigail Adams"
"dg004290",1776,"John Adams to Abigail Adams"
"dg004291",1776,"Certain Pennsylvania Committees"
"dg004292",1776,"New Jersey Provincial Congress"
"dg004293",1776,"Abraham Clark to Elias Dayton"
"dg004294",1776,"Lancaster Associators"
"dg004295",1776,"to Jasper Yeates"
"dg004296",1776,"and the Delaware Assembly"
"dg004297",1776,"John Hancock to George Washington"
"dg004298",1776,"Pennsylvania Committee of Safety"
"dg004299",1776,"Robert Treat Paine's Diary"
"dg004300",1776,"Caesar Rodney to Thomas Rodney"
"dg004301",1776,"Pennsylvania Committee of Safety"
"dg004302",1776,"John Adams to Mary Palmer"
"dg004303",1776,"John Adams to Joseph Ward"
"dg004304",1776,"Abraham Clark to William Livingston"
"dg004305",1776,"Elbridge Gerry to James Warren"
"dg004306",1776,"John Hancock to the New Jersey Convention"
"dg004307",1776,"Pennsylvania Committee of Safety"
"dg004308",1776," John Hancock to John Bradford"
"dg004309",1776,"and Daniel Tillinghast"
"dg004310",1776,"John Hancock to William Cooper"
"dg004311",1776,"John Hancock to James Mease"
"dg004312",1776,"John Hancock to Philip Schuyler"
"dg004313",1776,"John Hancock to Certain States"
"dg004314",1776,"John Hancock to George Washington"
"dg004315",1776,"Robert R. Livingston to John Jay"
"dg004316",1776,"Robert Treat Paine to Joseph Palmer"
"dg004317",1776,"Secret Committee to Thomas Mumford"
"dg004318",1776,"John Adams to Abigail Adams"
"dg004319",1776,"John Adams to Joseph Reed"
"dg004320",1776,"John Adams to James Warren"
"dg004321",1776,"to Silas Deane"
"dg004322",1776,"Elbridge Gerry to Joseph Trumbull"
"dg004323",1776,"John Hancock to Horatio Gates"
"dg004324",1776,"John Hancock to Philip Schuyler"
"dg004325",1776,"John Hancock to George Washington"
"dg004326",1776,"Joseph Hewes to Samuel Johnston"
"dg004327",1776,"Thomas Jefferson to Richard Henry Lee"
"dg004328",1776,"Secret Committee to Nathaniel Shaw, Jr."
"dg004329",1776,"William Whipple to Joshua Brackett"
"dg004330",1776,"William Whipple to John Langdon"
"dg004331",1776,"John Adams to Samuel Chase"
"dg004332",1776,"Samuel Adams to Joseph Hawley"
"dg004333",1776,"Samuel Adams to John Pitts"
"dg004334",1776,"Abraham Clark to Samuel Tucker"
"dg004335",1776,"John Hancock to Jacob Duche'"
"dg004336",1776,"John Hancock to James Mease"
"dg004337",1776,"John Hancock to Joseph Trumbull"
"dg004338",1776,"New Hampshire Delegates to Meshech Weare"
"dg004339",1776,"Thomas Lynch, Junior"
"dg004340",1776,"James Wilson to John Montgomery"
"dg004341",1776,"John Adams to Abigail Adams"
"dg004342",1776,"John Adams to Samuel Cooper"
"dg004343",1776,"John Adams to William Tudor"
"dg004344",1776,"John Adams to Joseph Ward"
"dg004345",1776,"to Samuel and J. H. Delap"
"dg004346",1776,"to Peter Parker"
"dg004347",1776,"William Ellery to Benjamin Ellery"
"dg004348",1776,"John Hancock to William Palfrey"
"dg004349",1776,"John Hancock to George Washington"
"dg004350",1776,"Arthur Middleton to William Henry Drayton"
"dg004351",1776,"Caesar Rodney to Thomas Rodney"
"dg004352",1776,"James Wilson to Jasper Yeates"
"dg004353",1776,"John Adams to Abigail Adams"
"dg004354",1776,"John Hancock to George Washington"
"dg004355",1776,"William Paca to William Livingston"
"dg004356",1776,"Secret Committee Minutes of Proceedings"
"dg004357",1776,"Lancaster County Committee"
"dg004358",1776,"Proceedings in Congress"
"dg004359",1776,"Marine Committee to John Ashmead"
"dg004360",1776,"Secret Committee Minutes of Proceedings"
"dg004361",1776,"Maryland Council of Safety"
"dg004362",1776,"John Witherspoon to Benjamin Harrison"
"dg004363",1776,"John Hancock to George Washington"
"dg004364",1776,"Robert Treat Paine's Diary"
"dg004365",1776,"Josiah Bartlett to Mary Bartlett"
"dg004366",1776,"Abraham Clark to Elias Dayton"
"dg004367",1776,"John Hancock to Hugh Mercer"
"dg004368",1776,"Pennsylvania Committee of Safety"
"dg004369",1776,"Robert Treat Paine's Diary"
"dg004370",1776,"George Read to Gertrude Read"
"dg004371",1776,"John Adams to Abigail Adams"
"dg004372",1776,"John Adams to James Warren"
"dg004373",1776,"Samuel Adams to Richard Henry Lee"
"dg004374",1776,"Josiah Bartlett to John Langdon"
"dg004375",1776,"John Hancock to the New Jersey Convention"
"dg004376",1776,"John Hancock to George Washington"
"dg004377",1776,"Thomas Jefferson to Francis Eppes"
"dg004378",1776,"Marine Committee to Nathaniel Shaw, Jr."
"dg004379",1776,"Speaker of the Pennsylvania Convention"
"dg004380",1776,"John Adams to Abigail Adams"
"dg004381",1776,"Samuel Adams to James Warren"
"dg004382",1776,"John Hancock to Certain States"
"dg004383",1776,"Virginia Council of Safety"
"dg004384",1776,"Thomas Jefferson to Richard Henry Lee"
"dg004385",1776,"Francis Lightfoot Lee to Richard Henry Lee"
"dg004386",1776,"Thomas Nelson to John Page"
"dg004387",1776,"Robert Treat Paine to Henry Knox"
"dg004388",1776,"Benjamin Rush to Patrick Henry"
"dg004389",1776,"Virginia Delegates to the Executive of Virginia"
"dg004390",1776,"William Whipple to John Langdon"
"dg004391",1776,"John Adams to Joseph Ward"
"dg004392",1776,"Samuel Adams to James Warren"
"dg004393",1776,"John Hancock to the Pennsylvania Convention"
"dg004394",1776,"John Hancock to George Washington"
"dg004395",1776,"Caesar Rodney to Thomas Rodney"
"dg004396",1776,"John Adams to Jonathan Mason, Jr."
"dg004397",1776,"Samuel Chase to Horatio Gates"
"dg004398",1776,"John Hancock to the Pennsylvania Convention"
"dg004399",1776,"John Hancock to Philip Schuyler"
"dg004400",1776,"John Hancock to George Washington"
"dg004401",1776,"Secret Committee Minutes of Proceedings"
"dg004402",1776,"Samuel Chase to Philip Schuyler"
"dg004403",1776,"John Hancock to the New Jersey Convention"
"dg004404",1776,"John Hancock to George Washington"
"dg004405",1776,"Secret Committee Minutes of Proceedings"
"dg004406",1776,"Richard Stockton to Thomas Jefferson"
"dg004407",1776,"John Adams to Abigail Adams"
"dg004408",1776,"John Adams to Cotton Tufts"
"dg004409",1776,"Samuel Adams to Samuel Cooper"
"dg004410",1776,"Board of War to George Washington"
"dg004411",1776,"Charles Carroll, Sr."
"dg004412",1776,"William Ellery to Ezra Stiles?"
"dg004413",1776,"Benjamin Franklin to Lord Howe"
"dg004414",1776,"John Hancock to Samuel Cooper"
"dg004415",1776,"John Hancock to George Washington"
"dg004416",1776,"Edward Rutledge to John Jay"
"dg004417",1776,"and Jasper Yeates"
"dg004418",1776,"John Adams to Jonathan Dickinson Sergeant"
"dg004419",1776,"and Samuel Adams"
"dg004420",1776,"John Hancock to John Haslett"
"dg004421",1776,"Robert Morris to Joseph Reed"
"dg004422",1776,"Josiah Bartlett to John Langdon"
"dg004423",1776,"Benjamin Franklin to George Washington"
"dg004424",1776,"John Hancock to Samuel Griffin"
"dg004425",1776,"John Hancock to Charles Lee"
"dg004426",1776,"John Hancock to Andrew Lewis"
"dg004427",1776,"John Hancock to the New Jersey Convention"
"dg004428",1776,"Samuel Huntington to Joseph Trumbull"
"dg004429",1776,"Maryland Delegates to the Maryland Council"
"dg004430",1776,"William Whipple to John Langdon"
"dg004431",1776,"John Adams to Abigail Adams"
"dg004432",1776,"Samuel Adams to Samuel P. Savage"
"dg004433",1776,"to Charles Carroll, Sr."
"dg004434",1776,"Joseph Hewes to Samuel Purviance, Jr."
"dg004435",1776,"Francis Hopkinson to Samuel Tucker?"
"dg004436",1776,"Thomas Jefferson to Francis Eppes"
"dg004437",1776,"Francis Lewis to Jonathan Trumbull, Jr."
"dg004438",1776,"the Maryland Council of Safety"
"dg004439",1776,"Benjamin Rush to Charles Lee"
"dg004440",1776,"Benjamin Rush to Julia Rush"
"dg004441",1776,"Secret Committee to Nathaniel Shaw, Jr."
"dg004442",1776,"William Whipple to Joshua Brackett"
"dg004443",1776,"John Adams to Nathaniel Barber, Jr."
"dg004444",1776,"John Adams to James Warren"
"dg004445",1776,"John Hancock to Philip Schuyler"
"dg004446",1776,"and the Convention of Georgia"
"dg004447",1776,"John Hancock to George Washington"
"dg004448",1776,"Joseph Hewes to Samuel Johnston"
"dg004449",1776,"Benjamin Rush to Benjamin Franklin"
"dg004450",1776,"Willing, Morris & Co. to William Bingham"
"dg004451",1776,"John Adams' Notes of Debate"
"dg004452",1776,"John Adams to John Avery"
"dg004453",1776,"John Hancock to John Bradford"
"dg004454",1776,"Francis Lewis to William Palfrey"
"dg004455",1776,"Robert Morris to Horatio Gates"
"dg004456",1776,"South Carolina Delegates to John Rutledge"
"dg004457",1776,"and John Montgomery"
"dg004458",1776,"John Adams' Notes of Debate"
"dg004459",1776,"John Adams to James Warren"
"dg004460",1776,"John Dickinson to James Wilson"
"dg004461",1776,"John Hancock to George Washington"
"dg004462",1776,"Secret Committee to Thomas Mumford"
"dg004463",1776,"John Adams to Abigail Adams"
"dg004464",1776,"John Adams to James Warren"
"dg004465",1776,"Samuel Adams to Benjamin Kent"
"dg004466",1776,"to Charles Carroll, Sr."
"dg004467",1776,"John Hancock to Joseph Trumbull"
"dg004468",1776,"the Maryland Council of Safety"
"dg004469",1776,"Robert Treat Paine to Henry Knox"
"dg004470",1776,"Joseph Hewes to Samuel Johnston"
"dg004471",1776,"John Adams to Abigail Adams"
"dg004472",1776,"Josiah Bartlett to John Langdon"
"dg004473",1776,"to Charles Carroll, Sr."
"dg004474",1776,"John Hancock to George Washington"
"dg004475",1776,"Thomas Jefferson to Richard Henry Lee"
"dg004476",1776,"Charles Thomson to John Dickinson"
"dg004477",1776,"William Whipple to Joshua Brackett"
"dg004478",1776,"William Whipple to Joseph Whipple"
"dg004479",1776,"John Witherspoon to David Witherspoon"
"dg004480",1776,"John Adams' Notes of Debate"
"dg004481",1776,"John Adams to Abigail Adams"
"dg004482",1776,"Samuel Chase to Richard Henry Lee"
"dg004483",1776,"Samuel Chase to the Maryland Council of Safety"
"dg004484",1776,"to John Bradford"
"dg004485",1776,"to Stephen Cleveland"
"dg004486",1776,"to Samuel and J. H. Delap"
"dg004487",1776,"John Hancock to Thomas Cushing"
"dg004488",1776,"John Hancock to Samuel Morris"
"dg004489",1776,"John Hancock to the North Carolina"
"dg004490",1776,"John Hancock to George Washington"
"dg004491",1776,"Thomas Jefferson to John Page"
"dg004492",1776,"Robert Morris to John Bradford"
"dg004493",1776,"the North Carolina Council of Safety"
"dg004494",1776,"Benjamin Rush to Walter Jones"
"dg004495",1776,"Thomas Stone to the Maryland Council of Safety"
"dg004496",1776,"John Witherspoon's Speech in Congress"
"dg004497",1776,"John Hancock to Benjamin Flower"
"dg004498",1776,"John Hancock to Hugh Mercer"
"dg004499",1776,"Pennsylvania Council of Safety"
"dg004500",1776,"John Hancock to George Washington"
"dg004501",1776,"Francis Hopkinson to Samuel Stringer Coale"
"dg004502",1776,"Samuel Huntington to Jabez Huntington"
"dg004503",1776,"Robert Treat Paine's Diary"
"dg004504",1776,"John Adams' Notes of Debates"
"dg004505",1776,"Military Operations in Canada"
"dg004506",1776,"Charles Carroll, Sr."
"dg004507",1776,"Abraham Clark to James Caldwell"
"dg004508",1776,"William Hooper to Joseph Trumbull"
"dg004509",1776,"Benjamin Rush's Notes for a Speech in Congress"
"dg004510",1776,"Secret Committee to George Washington"
"dg004511",1776,"John Adams' Notes of Debates"
"dg004512",1776,"John Adams to Richard Cranch"
"dg004513",1776,"John Hancock to George Washington"
"dg004514",1776,"the North Carolina Council of Safety"
"dg004515",1776,"John Adams to Abigail Adams"
"dg004516",1776,"John Adams to William Heath"
"dg004517",1776,"John Adams to Daniel Hitchcock"
"dg004518",1776,"John Adams to Samuel H. Parsons"
"dg004519",1776,"Samuel Adams to Joseph Trumbull"
"dg004520",1776,"Caesar Rodney to Thomas Rodney"
"dg004521",1776,"Caesar Rodney to Thomas Rodney"
"dg004522",1776,"John Adams to Nathanael Greene"
"dg004523",1776,"Josiah Bartlett to John Langdon"
"dg004524",1776,"Thomas Jefferson to John Page"
"dg004525",1776,"William Whipple to Joshua Brackett"
"dg004526",1776,"John Adams to Abigail Adams"
"dg004527",1776,"or Committee of Safety"
"dg004528",1776,"Abraham Clark to Elias Dayton"
"dg004529",1776,"John Hancock to John Haslet"
"dg004530",1776,"William Hooper to Jonathan Trumbull, Jr."
"dg004531",1776,"Marine Committee to John Bradford"
"dg004532",1776,"Marine Committee to John Paul Jones"
"dg004533",1776,"the North Carolina Council of Safety"
"dg004534",1776,"Samuel Chase to Benedict Arnold"
"dg004535",1776,"Abraham Clark to James Caldwell"
"dg004536",1776,"to Silas Deane"
"dg004537",1776,"William Williams to Joseph Trumbull"
"dg004538",1776,"John Hancock to Charles Lee"
"dg004539",1776,"John Hancock to George Washington"
"dg004540",1776,"the North Carolina Council of Safety"
"dg004541",1776,"Caesar Rodney to Thomas Rodney"
"dg004542",1776,"Secret Committee Minutes of Proceedings"
"dg004543",1776,"Samuel Chase to Horatio Gates"
"dg004544",1776,"Samuel Chase to Philip Schuyler"
"dg004545",1776,"Thomas Jefferson to Francis Eppes"
"dg004546",1776,"John Adams to Abigail Adams"
"dg004547",1776,"William Floyd to Unknown"
"dg004548",1776,"John Hancock to George Washington"
"dg004549",1776,"John Hancock to George Washington"
"dg004550",1776,"the North Carolina Council of Safety"
"dg004551",1776,"William Williams to Joseph Trumbull"
"dg004552",1776,"and John Montgomery"
"dg004553",1776,"John Adams to Samuel H. Parsons"
"dg004554",1776,"Josiah Bartlett to John Langdon"
"dg004555",1776,"Robert Morris to Silas Deane"
"dg004556",1776,"John Adams to Abigail Adams"
"dg004557",1776,"John Adams to Abigail Adams"
"dg004558",1783,"the Inquiry into Esek Hopkins' Conduct"
"dg004559",1776," Portrait of Commodore Esek Hopkins"
"dg004560",1776,"William Williams to Jabez Huntington"
"dg004561",1776,"William Williams to Oliver Wolcott"
"dg004562",1776,"John Adams to Abigail Adams"
"dg004563",1776,"John Adams to Horatio Gates"
"dg004564",1776,"John Adams to Henry Knox"
"dg004565",1776,"Thomas Jefferson to Edmund Pendleton"
"dg004566",1776,"Francis Lewis to Elizabeth Gates"
"dg004567",1776,"Thomas Nelson to John Page"
"dg004568",1776,"Thomas Stone to the Maryland Council of Safety"
"dg004569",1776,"John Adams to Abigail Adams"
"dg004570",1776,"John Adams to William Tudor"
"dg004571",1776,"Thomas Nelson to Philip Schuyler"
"dg004572",1776,"Caesar Rodney to Thomas Rodney"
"dg004573",1776,"Secret Committee to George Washington"
"dg004574",1776,"John Adams to Thomas McKean"
"dg004575",1776,"John Adams to Thomas Mifflin"
"dg004576",1776,"Philip Livingston to Robert R. Livingston"
"dg004577",1776,"Secret Committee Minutes of Proceedings"
"dg004578",1776,"James Smith to Eleanor Smith"
"dg004579",1776,"William Williams to Joseph Trumbull"
"dg0051",1776,"John Adams to Francis Dana"
"dg0052",1776,"JohnHancock to George Washington"
"dg0053",1776,"Philip Livingston to the New York Convention"
"dg0054",1776,"William Hallock and John Paul Jones"
"dg0055",1776,"Robert Morris to John Bradford"
"dg0056",1776,"John Morton to Anthony Wayne"
"dg0057",1776,"Roger Sherman to Jonathan Trumbull, Jr."
"dg0058",1776,"Charles Thomson to John Dickinson"
"dg0059",1776,"John Adams to Jonathan Dickinson Sergeant"
"dg00510",1776,"John Adams to James Warren"
"dg00511",1776,"John Hancock to George Washington"
"dg00512",1776,"William Hooper to Robert R. Livingston"
"dg00513",1776,"Rhode Island Delegates to Nicholas Cooke"
"dg00514",1776,"John Adams to Abigail Adams"
"dg00515",1776,"John Adams to Samuel Adams"
"dg00516",1776,"Josiah Bartlett to William Whipple"
"dg00517",1776,"John Morton to Persifor Frazer"
"dg00518",1776,"John Adams to Samuel H. Parsons"
"dg00519",1776,"Josiah Bartlett to John Langdon"
"dg00520",1776,"Edward Rutledge to Robert R. Livingston"
"dg00521",1776,"John Adams to Joseph Ward"
"dg00522",1776,"Benjamin Franklin to Lord Howe"
"dg00523",1776,"John Hancock to George Washington"
"dg00524",1776,"Samuel Huntington to Jabez Huntington"
"dg00525",1776,"Thomas Jefferson to John Page"
"dg00526",1776,"North Carolina Council of Safety"
"dg00527",1776,"Roger Sherman to Zebulon Butler"
"dg00528",1776,"William Williams to Joseph Trumbull"
"dg00529",1776," John Adams to Abigail Adams"
"dg00530",1776,"John Adams to Harriet Temple"
"dg00531",1776,"John Adams to James Warren"
"dg00532",1776,"Caesar Rodney to Thomas Rodney"
"dg00533",1776,"John Hancock to George Washington"
"dg00534",1776,"Marine Committee to Esek Hopkins"
"dg00535",1776,"Marine Committee to Nathaniel Shaw, Jr."
"dg00536",1776,"Marine Committee to Nathaniel Shaw, Jr."
"dg00537",1776,"Robert Treat Paine to Henry Knox"
"dg00538",1776,"Secret Committee to Thomas Mumford"
"dg00539",1776,"James Wilson to John Hancock"
"dg00540",1776,"Abraham Clark to John Adams"
"dg00541",1776,"Marine Committee to John Baldwin"
"dg00542",1776,"John Adams to Daniel Hitchcock"
"dg00543",1776,"John Adams to William Tudor"
"dg00544",1776,"Benjamin Franklin to Thomas McKean"
"dg00545",1776,"John Hancock to George Washington"
"dg00546",1776,"Robert Treat Paine to Samuel and Daniel Hughes"
"dg00547",1776,"John Adams to Abigail Adams"
"dg00548",1776,"John Adams to Joseph Hawley"
"dg00549",1776,"John Adams to Henry Knox"
"dg00550",1776,"Josiah Bartlett to Mary Bartlett"
"dg00551",1776,"John Hancock to Artemas Ward"
"dg00552",1776,"Thomas Jefferson to Edmund Pendleton"
"dg00553",1776,"John Witherspoon to David Witherspoon"
"dg00554",1776,"John Adams to Joseph Palmer"
"dg00555",1776,"Josiah Bartlett to William Whipple"
"dg00556",1776,"John Hancock to George Washington"
