sLabel,label,year,coordinates
Bedford,MA,1640,Point(-71.276666666 42.490555555)
Bourne,MA,1640,Point(-70.599444444 41.741111111)
Burlington,MA,1640,Point(-71.196111111 42.504722222)
Burlington,MA,1640,Point(-71.19561 42.50482)
Chicopee,MA,1640,Point(-72.608333333 42.148611111)
Greenwich,CT,1640,Point(-73.62846 41.02649)
Haverhill,MA,1640,Point(-71.083333333 42.783333333)
Lexington,MA,1640,Point(-71.225 42.444444444)
Malden,MA,1640,Point(-71.066666666 42.425)
New Bedford,MA,1640,Point(-70.934722222 41.636111111)
New Castle,DE,1640,Point(-75.565277777 39.664722222)
Norwalk,CT,1640,Point(-73.419722222 41.093888888)
Southampton,NY,1640,Point(-72.395277777 40.885277777)
Southold,NY,1640,Point(-72.426111111 41.064722222)
Westwood,MA,1640,Point(-71.225 42.213888888)
Westwood,MA,1640,Point(-71.2245 42.21399)
Winchester,MA,1640,Point(-71.1375 42.452222222)
Woburn,MA,1640,Point(-71.152777777 42.479166666)
Farmington,CT,1641,Point(-72.840277777 41.727777777)
Gosnold,MA,1641,Point(-70.756944444 41.481666666)
Newport,DE,1641,Point(-75.6081 39.7133)
Stamford,CT,1641,Point(-73.552222222 41.096666666)
Amesbury,MA,1642,Point(-70.930555555 42.858333333)
Edgartown,MA,1642,Point(-70.513888888 41.388888888)
Methuen,MA,1642,Point(-71.191388888 42.726111111)
Oak Bluffs,MA,1642,Point(-70.5625 41.454166666)
Simsbury,CT,1642,Point(-72.825277777 41.870555555)
Warwick,RI,1642,Point(-71.416666666 41.716666666)
West Boylston,MA,1642,Point(-71.786111111 42.366666666)
West Boylston,MA,1642,Point(-71.78563 42.36676)
Weston,MA,1642,Point(-71.303055555 42.366666666)
Hempstead,NY,1643,Point(-73.618611111 40.706111111)
Hempstead,NY,1643,Point(-73.6172 40.7047)
Lancaster,MA,1643,Point(-71.673611111 42.455555555)
Lancaster,MA,1643,Point(-71.67312 42.45565)
Upland,PA,1643,Point(-75.38269 39.85261)
Upland,PA,1643,Point(-75.3794 39.8567)
Wells,ME,1643,Point(-70.611666666 43.320277777)
Branford,CT,1644,Point(-72.799722222 41.277777777)
Eastham,MA,1644,Point(-69.974444444 41.83)
Longmeadow,MA,1644,Point(-72.583333333 42.05)
Longmeadow,MA,1644,Point(-72.58287 42.0501)
North Andover,MA,1644,Point(-71.135555555 42.698611111)
Boxford,MA,1645,Point(-70.997222222 42.661111111)
Lyme,CT,1645,Point(-72.35 41.4)
Stoneham,MA,1645,Point(-71.1 42.48)
Andover,MA,1646,Point(-71.137 42.65843)
New London,CT,1646,Point(-72.10104 41.354069)
Yonkers,NY,1646,Point(-73.864444444 40.941388888)
Cohasset,MA,1647,Point(-70.804166666 42.241666666)
Annapolis,MD,1649,Point(-76.491944444 38.978611111)
East Bridgewater,MA,1649,Point(-70.959722222 42.033333333)
Hanover,MA,1649,Point(-70.816666666 42.116666666)
Hanover,MA,1649,Point(-70.81199 42.11316)
Medfield,MA,1649,Point(-71.306944444 42.1875)
Medfield,MA,1649,Point(-71.30645 42.1876)
Stonington,CT,1649,Point(-71.9059 41.33593)
Stonington,CT,1649,Point(-71.906666666 41.365)
Bridgewater,MA,1650,Point(-70.975555555 41.990277777)
Dartmouth,MA,1650,Point(-70.969722222 41.614444444)
Framingham,MA,1650,Point(-71.416666666 42.279166666)
Lincoln,MA,1650,Point(-71.304444444 42.425833333)
Pembroke,MA,1650,Point(-70.809722222 42.071388888)
Sharon,MA,1650,Point(-71.178611111 42.123611111)
Carlisle,MA,1651,Point(-71.35 42.529166666)
Middletown,CT,1651,Point(-72.651111111 41.562222222)
Natick,MA,1651,Point(-71.35 42.283333333)
North Reading,MA,1651,Point(-71.079166666 42.575)
North Reading,MA,1651,Point(-71.07867 42.57509)
West Bridgewater,MA,1651,Point(-71.008333333 42.018888888)
West Bridgewater,MA,1651,Point(-71.00782 42.01899)
Billerica,MA,1652,Point(-71.269444444 42.558333333)
Port Royal,VA,1652,Point(-77.1908 38.1697)
Raynham,MA,1652,Point(-71.073611111 41.948611111)
Raynham,MA,1652,Point(-71.0731 41.94871)
Sherborn,MA,1652,Point(-71.370277777 42.238888888)
South Windsor,CT,1652,Point(-72.569722222 41.832222222)
Surry,VA,1652,Point(-76.8353 37.1358)
York,ME,1652,Point(-70.648611111 43.163333333)
Barrington,RI,1653,Point(-71.318055555 41.745277777)
Clinton,MA,1653,Point(-71.683333333 42.416666666)
Dracut,MA,1653,Point(-71.3 42.666666666)
Dracut,MA,1653,Point(-71.30201 42.67037)
Huntington,NY,1653,Point(-73.426111111 40.868055555)
Kennebunkport,ME,1653,Point(-70.476666666 43.361666666)
Leominster,MA,1653,Point(-71.760277777 42.525)
Lowell,MA,1653,Point(-71.314722222 42.639444444)
Old Orchard Beach,ME,1653,Point(-70.385277777 43.513611111)
Northampton,MA,1654,Point(-72.641666666 42.325)
Brookhaven,NY,1655,Point(-72.915277777 40.779166666)
Groton,MA,1655,Point(-71.575 42.611111111)
Lawrence,MA,1655,Point(-71.163611111 42.706944444)
Marcus Hook,PA,1655,Point(-75.41853 39.81928)
Marcus Hook,PA,1655,Point(-75.41556 39.81806)
Brewster,MA,1656,Point(-70.083333333 41.76)
Dunstable,MA,1656,Point(-71.483333333 42.675)
Dunstable,MA,1656,Point(-71.48284 42.67509)
Lee,NH,1657,Point(-71.011388888 43.123055555)
Marlborough,MA,1657,Point(-71.552777777 42.345833333)
Medway,MA,1657,Point(-71.397222222 42.141666666)
Medway,MA,1657,Point(-71.39673 42.14176)
Harvard,MA,1658,Point(-71.583333333 42.5)
Harvard,MA,1658,Point(-71.58284 42.50009)
Mansfield,MA,1658,Point(-71.219444444 42.033333333)
Mansfield,MA,1658,Point(-71.21894 42.03343)
Acushnet,MA,1659,Point(-70.908333333 41.680555555)
Fairhaven,MA,1659,Point(-70.904166666 41.6375)
Freetown,MA,1659,Point(-71.027222222 41.772777777)
Hadley,MA,1659,Point(-72.588888888 42.341666666)
Hadley,MA,1659,Point(-72.58842 42.34176)
Holliston,MA,1659,Point(-71.425 42.2)
Little Compton,RI,1659,Point(-71.166666666 41.5)
Middleton,MA,1659,Point(-71.016111111 42.595)
Norwich,CT,1659,Point(-72.0875 41.550277777)
South Hadley,MA,1659,Point(-72.575 42.258333333)
South Hadley,MA,1659,Point(-72.57453 42.25842)
Tiverton,RI,1659,Point(-71.21338 41.62594)
Tiverton,RI,1659,Point(-71.216666666 41.633333333)
Walpole,MA,1659,Point(-71.25 42.141666666)
Brookfield,MA,1660,Point(-72.102777777 42.213888888)
Brookfield,MA,1660,Point(-72.1023 42.21398)
Carver,MA,1660,Point(-70.763055555 41.883333333)
Chilmark,MA,1660,Point(-70.745277777 41.343055555)
Falmouth,MA,1660,Point(-70.615277777 41.551388888)
Franklin,MA,1660,Point(-71.4 42.083333333)
Hopedale,MA,1660,Point(-71.541666666 42.130555555)
Leonardtown,MD,1660,Point(-76.638055555 38.295277777)
Mashpee,MA,1660,Point(-70.481666666 41.648333333)
Mendon,MA,1660,Point(-71.552777777 42.105555555)
Mendon,MA,1660,Point(-71.55229 42.10565)
Middleborough,MA,1660,Point(-70.894166666 41.889444444)
Rye,NY,1660,Point(-73.6839 40.9811)
Southborough,MA,1660,Point(-71.525 42.305555555)
Southborough,MA,1660,Point(-71.52451 42.30565)
Stow,MA,1660,Point(-71.506111111 42.436944444)
Tisbury,MA,1660,Point(-70.611111111 41.456111111)
Wellesley,MA,1660,Point(-71.293055555 42.296388888)
West Springfield,MA,1660,Point(-72.620833333 42.106944444)
Westfield,MA,1660,Point(-72.749538 42.1250929)
Wrentham,MA,1660,Point(-71.328611111 42.066666666)
Wrentham,MA,1660,Point(-71.32811 42.06677)
Plainville,MA,1661,Point(-71.333333333 42.004166666)
Plainville,MA,1661,Point(-71.33283 42.00427)
Tyngsborough,MA,1661,Point(-71.424444444 42.676666666)
Blackstone,MA,1662,Point(-71.541666666 42.017777777)
Blackstone,MA,1662,Point(-71.54117 42.01788)
Manvel,TX,1662,Point(-95.35611 29.47917)
Milford,MA,1662,Point(-71.516666666 42.139722222)
Milford,MA,1662,Point(-71.51617 42.13982)
Millville,MA,1662,Point(-71.581388888 42.027777777)
Plympton,MA,1662,Point(-70.815 41.952777777)
Swansea,MA,1662,Point(-71.190277777 41.748055555)
Uxbridge,MA,1662,Point(-71.63 42.077222222)
Crisfield,MD,1663,Point(-75.852222222 37.984166666)
Wiscasset,ME,1663,Point(-69.665864 44.002808)
Bellport,NY,1664,Point(-72.9417 40.7569)
Eastchester,NY,1664,Point(-73.8086 40.9583)
Easthampton,MA,1664,Point(-72.669444444 42.266666666)
North Brookfield,MA,1664,Point(-72.083333333 42.266666666)
North Brookfield,MA,1664,Point(-72.08285 42.26676)
West Brookfield,MA,1664,Point(-72.141666666 42.235277777)
West Brookfield,MA,1664,Point(-72.14119 42.23537)
Berlin,MA,1665,Point(-71.6375 42.381111111)
Chatham,MA,1665,Point(-69.960277777 41.681944444)
Elizabeth,NJ,1665,Point(-74.209166666 40.662222222)
Hackensack,NJ,1665,Point(-74.048055555 40.887777777)
Valatie,NY,1665,Point(-73.6775 42.4139)
Wilmington,MA,1665,Point(-71.174166666 42.546388888)
Wilmington,MA,1665,Point(-71.1644 42.5647)
Charlotte Amalie,VI,1666,Point(-64.95 18.35)
Killingworth,CT,1667,Point(-72.576388888 41.380555555)
Oyster Bay,NY,1667,Point(-73.5028 40.7594)
Wallingford,CT,1667,Point(-72.82316 41.45704)
Abington,MA,1668,Point(-70.94532 42.10482)
Ayer,MA,1668,Point(-71.5903 42.5611)
Haddam,CT,1668,Point(-72.544166666 41.466111111)
Sault Ste. Marie,MI,1668,Point(-84.345555555 46.496944444)
Aquinnah,MA,1669,Point(-70.795833333 41.334444444)
Marbletown,NY,1669,Point(-74.155833333 41.853333333)
Norton,MA,1669,Point(-71.1875 41.966666666)
Norton,MA,1669,Point(-71.18699 41.96677)
West Tisbury,MA,1669,Point(-70.675 41.381111111)
Charleston,SC,1670,Point(-79.931944444 32.783333333)
Fall River,MA,1670,Point(-71.155555555 41.701388888)
Halifax,MA,1670,Point(-70.8625 41.991111111)
Shawangunk,NY,1670,Point(-74.233055555 41.616388888)
Westport,MA,1670,Point(-71.05 41.638888888)
Mackinac Island,MI,1671,Point(-84.61888885 45.84916687)
Pawtucket,RI,1671,Point(-71.376111111 41.875555555)
St. Ignace,MI,1671,Point(-84.725833333 45.865833333)
Manchester,CT,1672,Point(-72.524166666 41.775277777)
Northborough,MA,1672,Point(-71.63799 42.3205782)
Rochester,NY,1672,Point(-74.263333333 41.803611111)
Whately,MA,1672,Point(-72.633333333 42.433333333)
Whately,MA,1672,Point(-72.63481 42.43981)
Deerfield,MA,1673,Point(-72.606111111 42.544444444)
Hudson,NH,1673,Point(-71.439722222 42.764722222)
Merrimack,NH,1673,Point(-71.493611111 42.866388888)
Northfield,MA,1673,Point(-72.453333333 42.695833333)
Prairie du Chien,WI,1673,Point(-91.141241666 43.05165)
Rockland,MA,1673,Point(-70.916666666 42.130555555)
Woodbury,CT,1673,Point(-73.209444444 41.561944444)
Worcester,MA,1673,Point(-71.798888888 42.271388888)
Suffield,CT,1674,Point(-72.691111111 41.983333333)
Derby,CT,1675,Point(-73.082222222 41.326666666)
Salem,NJ,1675,Point(-75.4725 39.5682)
Westborough,MA,1675,Point(-71.616666666 42.269444444)
Ashby,MA,1676,Point(-71.820833333 42.677777777)
Ashby,MA,1676,Point(-71.82035 42.67787)
Townsend,MA,1676,Point(-71.7056 42.6667)
Townsend,MA,1676,Point(-71.70507 42.66676)
East Greenwich,RI,1677,Point(-71.483333333 41.65)
New Paltz,NY,1678,Point(-74.085 41.7481)
Norwood,MA,1678,Point(-71.2 42.194444444)
Norwood,MA,1678,Point(-71.1995 42.19454)
Wareham,MA,1678,Point(-70.722222222 41.7625)
Duluth,MN,1679,Point(-92.098055555 46.786944444)
Enfield,CT,1679,Point(-72.59176 41.97621)
Enfield,CT,1679,Point(-72.549722222 41.98)
Marion,MA,1679,Point(-70.763333333 41.7)
Passaic,NJ,1679,Point(-74.128888888 40.8575)
Bedford,NY,1680,Point(-73.665 41.225833333)
Boxborough,MA,1680,Point(-71.516666666 42.483333333)
Bristol,RI,1680,Point(-71.268611111 41.684166666)
East Windsor,CT,1680,Point(-72.557777777 41.916666666)
El Paso,TX,1680,Point(-106.488611111 31.759166666)
Milford,DE,1680,Point(-75.429166666 38.9125)
Needham,MA,1680,Point(-71.233333333 42.283333333)
Orangetown,NY,1680,Point(-73.961666666 41.058611111)
Peoria,IL,1680,Point(-89.58899 40.69365)
Rosendale Village,NY,1680,Point(-74.076111111 41.848055555)
Socorro,TX,1680,Point(-106.275 31.6414)
Warren,RI,1680,Point(-71.2825 41.730277777)
Bound Brook,NJ,1681,Point(-74.538333333 40.568333333)
Bristol,PA,1681,Point(-74.85183 40.10067)
Bristol,PA,1681,Point(-74.8514 40.1033)
Media,PA,1681,Point(-75.389166666 39.918888888)
Oaklyn,NJ,1681,Point(-75.08028 39.90194)
Slaughter Beach,DE,1681,Point(-75.3081 38.9175)
Bolton,MA,1682,Point(-71.608333333 42.433333333)
Bolton,MA,1682,Point(-71.60784 42.43343)
Brookhaven,PA,1682,Point(-75.3908 39.8706)
Chester,PA,1682,Point(-75.372777777 39.847222222)
Greenport,NY,1682,Point(-72.363888888 41.103055555)
Kennett Square,PA,1682,Point(-75.7106 39.8442)
Kennett Square,PA,1682,Point(-75.7116 39.84678)
Narberth,PA,1682,Point(-75.2622 40.0075)
Narberth,PA,1682,Point(-75.26046 40.00845)
Norristown,PA,1682,Point(-75.3417 40.12)
Philadelphia,PA,1682,Point(-75.163611111 39.952777777)
Pompton Lakes,NJ,1682,Point(-74.29 41.005)
Tappahannock,VA,1682,Point(-76.8631 37.9222)
Yardley,PA,1682,Point(-74.8364 40.2414)
Chalfont,PA,1683,Point(-75.2103 40.2897)
Dover,DE,1683,Point(-75.525709 39.161662)
Islip,NY,1683,Point(-73.21039 40.72982)
Islip,NY,1683,Point(-73.198888888 40.756666666)
Oxford,MD,1683,Point(-76.170833333 38.686666666)
Perth Amboy,NJ,1683,Point(-74.275277777 40.519444444)
Queens,NY,1683,Point(-73.917777777 40.704166666)
Staten Island,NY,1683,Point(-74.144838888 40.576280555)
White Plains,NY,1683,Point(-73.778611111 41.04)
Woodbury,NJ,1683,Point(-75.153055555 39.838055555)
Collegeville,PA,1684,Point(-75.4583 40.1856)
Collegeville,PA,1684,Point(-75.45157 40.18566)
Newtown,PA,1684,Point(-74.9322 40.2283)
Presidio,TX,1684,Point(-104.366388888 29.561388888)
Cornwall,NY,1685,Point(-74.0358 41.4344)
Ridgefield Park,NJ,1685,Point(-74.020277777 40.854722222)
Rosendale,NY,1685,Point(-74.082222222 41.843888888)
Wawarsing,NY,1685,Point(-74.3575 41.758888888)
Wyomissing,PA,1685,Point(-75.9647 40.3328)
Albany,NY,1686,Point(-73.766666666 42.65)
Greenfield,MA,1686,Point(-72.6 42.5875)
Littleton,MA,1686,Point(-71.5125 42.5375)
Poughkeepsie,NY,1686,Point(-73.930555555 41.705277777)
Rhinebeck,NY,1686,Point(-73.908611111 41.9275)
Rutland,MA,1686,Point(-71.948611111 42.369444444)
Rutland,MA,1686,Point(-71.94813 42.36954)
Waterbury,CT,1686,Point(-73.036944444 41.558333333)
Woodstock,CT,1686,Point(-72.016666666 41.966666666)
Oxford,MA,1687,Point(-71.86479 42.11676)
Preston,CT,1687,Point(-71.97396 41.52899)
New Rochelle,NY,1688,Point(-73.781944444 40.908611111)
Newton,MA,1688,Point(-71.209722222 42.336944444)
Port Jervis,NY,1690,Point(-74.688888888 41.375555555)
Burlington,NJ,1693,Point(-74.8525 40.0784)
New Castle,NH,1693,Point(-70.716111111 43.072222222)
Orleans,MA,1693,Point(-69.990277777 41.789722222)
Somers Point,NJ,1693,Point(-74.60637 39.317225)
Windham,CT,1693,Point(-72.15702 41.69982)
Cheshire,CT,1694,Point(-72.90066 41.49899)
Easton,MA,1694,Point(-71.129166666 42.024444444)
Easton,MA,1694,Point(-71.12866 42.02454)
Kingston,NH,1694,Point(-71.053333333 42.936388888)
Newark,DE,1694,Point(-75.75 39.683333333)
Norfolk,MA,1695,Point(-71.325555555 42.119444444)
Norfolk,MA,1695,Point(-71.32506 42.11954)
Pleasantville,NY,1695,Point(-73.7875 41.1364)
Upper Marlboro,MD,1695,Point(-76.753333333 38.816388888)
Harrison,NY,1696,Point(-73.718055555 41.006944444)
Marlborough,NY,1697,Point(-73.984166666 41.631944444)
Colchester,CT,1698,Point(-72.351944444 41.558611111)
Colchester,CT,1698,Point(-72.33203 41.57565)
Colwyn,PA,1698,Point(-75.25379 39.91234)
Colwyn,PA,1698,Point(-75.2533 39.9131)
Darby,PA,1698,Point(-75.2583 39.9183)
Baton Rouge,LA,1699,Point(-91.178611111 30.4475)
Cahokia,IL,1699,Point(-90.1728 38.5619)
Durham,CT,1699,Point(-72.68121 41.48176)
Haddon Heights,NJ,1699,Point(-75.0659 39.8791)
Hudson,MA,1699,Point(-71.5667 42.3917)
Hudson,MA,1699,Point(-71.56618 42.39176)
Madbury,NH,1699,Point(-70.924444444 43.169166666)
Ocean Springs,MS,1699,Point(-88.79722 30.40972)
Plainfield,CT,1699,Point(-71.922 41.6775)
Racine,WI,1699,Point(-87.805833333 42.726111111)
Avon,MA,1700,Point(-71.041666666 42.130555555)
Brockton,MA,1700,Point(-71.018888888 42.083333333)
Guilderland,NY,1700,Point(-73.925277777 42.701388888)
Lebanon,CT,1700,Point(-72.24 41.6325)
Lyons,PA,1700,Point(-75.75769 40.48204)
Lyons,PA,1700,Point(-75.7569 40.4803)
Princeton,NJ,1700,Point(-74.656944444 40.352222222)
Provincetown,MA,1700,Point(-70.179166666 42.058333333)
Quakertown,PA,1700,Point(-75.3406 40.4406)
Rockville,MD,1700,Point(-77.15276 39.084)
Somersworth,NH,1700,Point(-70.864166666 43.2625)
Truro,MA,1700,Point(-70.050277777 41.993333333)
Detroit,MI,1701,Point(-83.0475 42.331666666)
Naugatuck,CT,1701,Point(-73.051388888 41.489722222)
Scarsdale,NY,1701,Point(-73.786944444 40.992222222)
Scarsdale,NY,1701,Point(-73.78458 41.0051)
Danbury,CT,1702,Point(-73.471111111 41.402222222)
Dauphin Island,AL,1702,Point(-88.125278 30.256389)
Mobile,AL,1702,Point(-88.052672222 30.727669444)
Amherst,MA,1703,Point(-72.516667 42.366667)
Canterbury,CT,1703,Point(-72.0 41.7)
Foxborough,MA,1704,Point(-71.248333333 42.065277777)
Hebron,CT,1704,Point(-72.391388888 41.652777777)
Hebron,CT,1704,Point(-72.36592 41.65788)
Northbridge,MA,1704,Point(-71.65 42.151388888)
Northbridge,MA,1704,Point(-71.64951 42.15148)
Sutton,MA,1704,Point(-71.763333333 42.15)
Sutton,MA,1704,Point(-71.76285 42.1501)
Bath,NC,1705,Point(-76.808888888 35.474444444)
Boylston,MA,1705,Point(-71.704166666 42.391666666)
Boylston,MA,1705,Point(-71.70368 42.39176)
Groton,CT,1705,Point(-72.0761998 41.3501598)
Albuquerque,NM,1706,Point(-106.616666666 35.116666666)
Brimfield,MA,1706,Point(-72.201388888 42.122777777)
Brimfield,MA,1706,Point(-72.20091 42.12287)
Chestertown,MD,1706,Point(-76.068333333 39.219444444)
Vienna,MD,1706,Point(-75.8269 38.4853)
New Hope,PA,1707,Point(-74.9572 40.3603)
New Milford,CT,1707,Point(-73.40845 41.57704)
New Milford,CT,1707,Point(-73.4 41.583333333)
Rock Hall,MD,1707,Point(-76.2419 39.1367)
Killingly,CT,1708,Point(-71.850277777 41.831388888)
Beaufort,NC,1709,Point(-76.66382 34.71822)
Hampton Falls,NH,1709,Point(-70.863611111 42.916111111)
New Braintree,MA,1709,Point(-72.126388888 42.316666666)
New Braintree,MA,1709,Point(-72.12591 42.31676)
Newburgh,NY,1709,Point(-74.019444444 41.519722222)
Ridgefield,CT,1709,Point(-73.501388888 41.305277777)
Amsterdam,NY,1710,Point(-74.1903 42.9433)
Chatham Borough,NJ,1710,Point(-74.3845 40.7407)
Holbrook,MA,1710,Point(-71.0103 42.1483)
Holbrook,MA,1710,Point(-71.00866 42.1551)
Lititz,PA,1710,Point(-76.3033 40.1547)
New Bern,NC,1710,Point(-77.044444444 35.108333333)
Randolph,MA,1710,Point(-71.041666666 42.1625)
St. Clair Shores,MI,1710,Point(-82.900277777 42.495555555)
Summit,NJ,1710,Point(-74.3647 40.7156)
Beaufort,SC,1711,Point(-80.689444444 32.431944444)
Newtown,CT,1711,Point(-73.308888888 41.413333333)
Coventry,CT,1712,Point(-72.338888888 41.784444444)
Edenton,NC,1712,Point(-76.608333333 36.060833333)
Spanish Fort,AL,1712,Point(-87.922179 30.668723)
Bellingham,MA,1713,Point(-71.475 42.0867)
Berwick,ME,1713,Point(-70.861666666 43.267222222)
Leicester,MA,1713,Point(-71.909166666 42.245833333)
Leverett,MA,1713,Point(-72.501944444 42.451944444)
Pomfret,CT,1713,Point(-71.983333333 41.866666666)
Stoughton,MA,1713,Point(-71.102777777 42.125)
Sunderland,MA,1713,Point(-72.579166666 42.466666666)
Webster,MA,1713,Point(-71.880555555 42.05)
Webster,MA,1713,Point(-71.88007 42.0501)
Arapahoe,NC,1714,Point(-76.82861 35.02583)
Ashford,CT,1714,Point(-72.166666666 41.883333333)
Auburn,MA,1714,Point(-71.833333333 42.2)
Dudley,MA,1714,Point(-71.930555555 42.045)
Dudley,MA,1714,Point(-71.93007 42.0451)
Natchitoches,LA,1714,Point(-93.095 31.7431)
Brunswick,NY,1715,Point(-73.589722222 42.749166666)
Hatboro,PA,1715,Point(-75.10684 40.17428)
Hatboro,PA,1715,Point(-75.1044 40.1775)
Hopkinton,MA,1715,Point(-71.523055555 42.228611111)
Hopkinton,MA,1715,Point(-71.52256 42.22871)
Montague,MA,1715,Point(-72.53555556 42.53555556)
Morristown,NJ,1715,Point(-74.4773 40.7966)
New Britain,PA,1715,Point(-75.18101 40.299)
New Britain,PA,1715,Point(-75.1783 40.2992)
Tolland,CT,1715,Point(-72.369461111 41.872180555)
Millbury,MA,1716,Point(-71.760555555 42.193888888)
Natchez,MS,1716,Point(-91.403166666 31.560416666)
Stratham,NH,1716,Point(-70.913611111 43.023888888)
Lakeville,MA,1717,Point(-70.95 41.845833333)
Palmyra,PA,1717,Point(-76.5939 40.3081)
Palmyra,PA,1717,Point(-76.5933 40.30898)
Ware,MA,1717,Point(-72.240277777 42.259722222)
Falmouth,ME,1718,Point(-70.241944444 43.729444444)
Grafton,MA,1718,Point(-71.686111111 42.206944444)
Grafton,MA,1718,Point(-71.68562 42.20704)
Lunenburg,MA,1718,Point(-71.725 42.594444444)
Lunenburg,MA,1718,Point(-71.72452 42.59453)
New Orleans,LA,1718,Point(-90.07507 29.95465)
Pascagoula,MS,1718,Point(-88.558611111 30.364694444)
San Antonio,TX,1718,Point(-98.493888888 29.425)
Schoharie,NY,1718,Point(-74.312222222 42.678888888)
Harrisburg,PA,1719,Point(-76.883381676 40.264554871)
Litchfield,CT,1719,Point(-73.189722222 41.747222222)
Stafford,CT,1719,Point(-72.316666666 41.983333333)
Stafford,CT,1719,Point(-72.28897 41.98482)
Telford,PA,1719,Point(-75.32795 40.32205)
Telford,PA,1719,Point(-75.3281 40.3247)
Trenton,NJ,1719,Point(-74.756111111 40.221666666)
Barre,MA,1720,Point(-72.105555555 42.422777777)
Barre,MA,1720,Point(-72.10508 42.42287)
Biloxi,MS,1720,Point(-88.885333333 30.396)
Bolton,CT,1720,Point(-72.4375 41.764166666)
East Longmeadow,MA,1720,Point(-72.513055555 42.064444444)
Lebanon,PA,1720,Point(-76.4208 40.3417)
Millville,NJ,1720,Point(-75.0375 39.39056)
Opelousas,LA,1720,Point(-92.0815 30.533527777)
Pepperell,MA,1720,Point(-71.5889 42.6658)
Shirley,MA,1720,Point(-71.6464 42.5586)
Sterling,MA,1720,Point(-71.761111111 42.4375)
Sterling,MA,1720,Point(-71.76063 42.43759)
Douglas,MA,1721,Point(-71.74 42.054166666)
Douglas,MA,1721,Point(-71.73951 42.05426)
Greenland,NH,1721,Point(-70.832777777 43.036111111)
Spencer,MA,1721,Point(-71.992777777 42.243888888)
Spencer,MA,1721,Point(-71.9923 42.24398)
Voluntown,CT,1721,Point(-71.833333333 41.583333333)
Chester,NH,1722,Point(-71.257222222 42.956666666)
Egremont,MA,1722,Point(-73.414444444 42.184722222)
Londonderry,NH,1722,Point(-71.373888888 42.865)
Manchester,NH,1722,Point(-71.463611111 42.990833333)
Millbourne,PA,1722,Point(-75.253888888 39.963333333)
Nottingham,NH,1722,Point(-71.099722222 43.114444444)
Paxtang,PA,1722,Point(-76.83192 40.25898)
Paxtang,PA,1722,Point(-76.8339 40.2608)
Prairie du Rocher,IL,1722,Point(-90.0958 38.0831)
Shrewsbury,MA,1722,Point(-71.71285 42.29593)
South Kingstown,RI,1722,Point(-71.527222222 41.4475)
Worcester,MA,1722,Point(-71.798888888 42.271388888)
Atglen,PA,1723,Point(-75.9739 39.9481)
Atglen,PA,1723,Point(-75.97356 39.94927)
Avalon,NJ,1723,Point(-74.7358 39.0905)
Holden,MA,1723,Point(-71.863888888 42.351666666)
Holden,MA,1723,Point(-71.86341 42.35176)
Little Falls,NY,1723,Point(-74.8575 43.0428)
Palatine Bridge,NY,1723,Point(-74.5747 42.9108)
Folcroft,PA,1725,Point(-75.2808 39.8933)
Gaylordsville,CT,1725,Point(-73.4847 41.6465)
Romney,WV,1725,Point(-78.756944444 39.345)
Sheffield,MA,1725,Point(-73.355555555 42.110277777)
Bow,NH,1727,Point(-71.549166666 43.131944444)
Chichester,NH,1727,Point(-71.399722222 43.249166666)
Epsom,NH,1727,Point(-71.3325 43.2225)
Gilmanton,NH,1727,Point(-71.413611111 43.423888888)
Newmarket,NH,1727,Point(-70.935 43.082777777)
Palmer,MA,1727,Point(-72.329166666 42.158333333)
Bluffton,SC,1728,Point(-80.8603868 32.2371465)
Clermont,NY,1728,Point(-73.826944444 42.085)
New Holland,PA,1728,Point(-76.0878 40.1022)
New Holland,PA,1728,Point(-76.08523 40.10176)
Georgetown,SC,1729,Point(-79.293888888 33.3675)
Sturbridge,MA,1729,Point(-72.079166666 42.108333333)
Sturbridge,MA,1729,Point(-72.07869 42.10843)
Burrillville,RI,1730,Point(-71.683055555 41.968333333)
Coopersburg,PA,1730,Point(-75.39 40.5103)
Coopersburg,PA,1730,Point(-75.39046 40.51149)
Fitchburg,MA,1730,Point(-71.802777777 42.583333333)
Green Lane,PA,1730,Point(-75.4692 40.3372)
Hanover,PA,1730,Point(-76.9847 39.8072)
Lancaster,PA,1730,Point(-76.304444444 40.039722222)
New Brunswick,NJ,1730,Point(-74.444444444 40.486666666)
Shippensburg,PA,1730,Point(-77.5239 40.0494)
Southbridge,MA,1730,Point(-72.0339 42.075)
Wilbraham,MA,1730,Point(-72.431944444 42.123611111)
Wilbraham,MA,1730,Point(-72.43147 42.12371)
Belchertown,MA,1731,Point(-72.401388888 42.276944444)
Belchertown,MA,1731,Point(-72.40092 42.27704)
Glocester,RI,1731,Point(-71.690556 41.890833)
New Canaan,CT,1731,Point(-73.4949 41.1468)
North Catasauqua,PA,1731,Point(-75.47685 40.65982)
North Catasauqua,PA,1731,Point(-75.476111111 40.661944444)
Scituate,RI,1731,Point(-71.616666666 41.783333333)
Washingtonville,NY,1731,Point(-74.1667 41.4333)
Guilford,VT,1732,Point(-72.6237402 42.7788643)
Harrisburg,NC,1732,Point(-80.6533 35.3222)
Phoenixville,PA,1732,Point(-75.519166666 40.130833333)
Phoenixville,PA,1732,Point(-75.51491 40.13038)
Salisbury,MD,1732,Point(-75.6 38.361111111)
